------------------------------------------------------------------
  Running MRIQC version 24.1.0.dev15+g9586c867.d20240825
  ----------------------------------------------------------------

  NOTICE
  Copyright © The NiPreps Developers.
  
  This product includes software developed by
  the NiPreps Community (https://nipreps.org/).
  
  Portions of this software were developed at the Department of
  Psychology at Stanford University, Stanford, CA, US.
  
  This software contains code ultimately derived from the
  PCP Quality Assessment Protocol (QAP;
  http://preprocessed-connectomes-project.org/quality-assessment-protocol)
  by C. Craddock, S. Giavasis, D. Clark, Z. Shezhad, and J. Pellman.
  
  This software is also distributed as a Docker container image.
  The bootstrapping file for the image ("Dockerfile") is licensed
  under the MIT License.

  ----------------------------------------------------------------

  * BIDS dataset path: /data/datasets/bootcamp/bids.
  * Output folder: /data/derivatives/bootcamp-geneva/mriqc-24.0.2.
  * Analysis levels: ['participant'].
------------------------------------------------------------------

2024-08-27 14:34:57 | IMPORTANT | mriqc            | Extracting metadata and entities for 10 input runs of modality 't1w'...
2024-08-27 14:54:23 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.Enhance" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/f2fd5fce673e2a79ac67a523475ae8daea90b267/Enhance".
2024-08-27 14:54:23 | INFO     | nipype.workflow  | [Node] Executing "format_tpm_names" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:23 | INFO     | nipype.workflow  | [Node] Executing "Enhance" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:24 | INFO     | nipype.workflow  | [Node] Finished "format_tpm_names", elapsed time 2.946205s.
2024-08-27 14:54:25 | INFO     | nipype.workflow  | [Node] Finished "Enhance", elapsed time 1.93312s.
2024-08-27 14:54:25 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.Grad" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/6f020d2391c23943afd6042239b657abcecb3a85/Grad".
2024-08-27 14:54:25 | INFO     | nipype.workflow  | [Node] Executing "Grad" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:26 | INFO     | nipype.workflow  | [Node] Finished "format_tpm_names", elapsed time 2.9656890000000002s.
2024-08-27 14:54:27 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.Grad" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/f2fd5fce673e2a79ac67a523475ae8daea90b267/Grad".
2024-08-27 14:54:27 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.apply_mask" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/6f020d2391c23943afd6042239b657abcecb3a85/apply_mask".
2024-08-27 14:54:27 | INFO     | nipype.workflow  | [Node] Executing "Grad" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:27 | INFO     | nipype.workflow  | [Node] Executing "apply_mask" <niworkflows.interfaces.nibabel.ApplyMask>
2024-08-27 14:54:27 | INFO     | nipype.workflow  | [Node] Finished "apply_mask", elapsed time 0.598986s.
2024-08-27 14:54:28 | INFO     | nipype.workflow  | [Node] Finished "Grad", elapsed time 3.464154s.
2024-08-27 14:54:29 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.GradientThreshold" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/6f020d2391c23943afd6042239b657abcecb3a85/GradientThreshold".
2024-08-27 14:54:29 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.apply_mask" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/f2fd5fce673e2a79ac67a523475ae8daea90b267/apply_mask".
2024-08-27 14:54:29 | INFO     | nipype.workflow  | [Node] Executing "GradientThreshold" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:29 | INFO     | nipype.workflow  | [Node] Executing "apply_mask" <niworkflows.interfaces.nibabel.ApplyMask>
2024-08-27 14:54:29 | INFO     | nipype.workflow  | [Node] Finished "apply_mask", elapsed time 0.613926s.
2024-08-27 14:54:30 | INFO     | nipype.workflow  | [Node] Finished "_tpms_std2t1w0", elapsed time 11.553702s.
2024-08-27 14:54:31 | INFO     | nipype.workflow  | [Node] Finished "SpatialNormalization", elapsed time 31.831025s.
2024-08-27 14:54:31 | INFO     | nipype.workflow  | [Node] Finished "Grad", elapsed time 3.9364179999999998s.
2024-08-27 14:54:31 | INFO     | nipype.workflow  | [Node] Finished "_tpms_std2t1w1", elapsed time 11.832028s.
2024-08-27 14:54:31 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.SpatialNormalization.SpatialNormalization" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/SpatialNormalization".
2024-08-27 14:54:31 | INFO     | nipype.workflow  | [Node] Executing "SpatialNormalization" <niworkflows.interfaces.reportlets.registration.SpatialNormalizationRPT>
2024-08-27 14:54:33 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.GradientThreshold" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/f2fd5fce673e2a79ac67a523475ae8daea90b267/GradientThreshold".
2024-08-27 14:54:33 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/f86f8754aad403807b218fe1f398b214811c5226/tpms_std2t1w/mapflow/_tpms_std2t1w0".
2024-08-27 14:54:33 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w1" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/f86f8754aad403807b218fe1f398b214811c5226/tpms_std2t1w/mapflow/_tpms_std2t1w1".
2024-08-27 14:54:33 | INFO     | nipype.workflow  | [Node] Executing "GradientThreshold" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:33 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w2" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/f86f8754aad403807b218fe1f398b214811c5226/tpms_std2t1w/mapflow/_tpms_std2t1w2".
2024-08-27 14:54:33 | INFO     | nipype.workflow  | [Node] Finished "_tpms_std2t1w2", elapsed time 11.988847s.
2024-08-27 14:54:33 | INFO     | nipype.workflow  | [Node] Executing "_tpms_std2t1w0" <niworkflows.interfaces.fixes.FixHeaderApplyTransforms>
2024-08-27 14:54:33 | INFO     | nipype.workflow  | [Node] Executing "_tpms_std2t1w1" <niworkflows.interfaces.fixes.FixHeaderApplyTransforms>
2024-08-27 14:54:33 | INFO     | nipype.workflow  | [Node] Executing "_tpms_std2t1w2" <niworkflows.interfaces.fixes.FixHeaderApplyTransforms>
2024-08-27 14:54:34 | INFO     | niworkflows      | Estimating initial transform using AffineInitializer
2024-08-27 14:54:35 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/21fa3374246df864c3f4b18a02f2a1913cda6bea/tpms_std2t1w/mapflow/_tpms_std2t1w0".
2024-08-27 14:54:35 | INFO     | nipype.workflow  | [Node] Cached "_tpms_std2t1w0" - collecting precomputed outputs
2024-08-27 14:54:35 | INFO     | nipype.workflow  | [Node] "_tpms_std2t1w0" found cached.
2024-08-27 14:54:35 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w1" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/21fa3374246df864c3f4b18a02f2a1913cda6bea/tpms_std2t1w/mapflow/_tpms_std2t1w1".
2024-08-27 14:54:35 | INFO     | nipype.workflow  | [Node] Cached "_tpms_std2t1w1" - collecting precomputed outputs
2024-08-27 14:54:35 | INFO     | nipype.workflow  | [Node] "_tpms_std2t1w1" found cached.
2024-08-27 14:54:35 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w2" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/21fa3374246df864c3f4b18a02f2a1913cda6bea/tpms_std2t1w/mapflow/_tpms_std2t1w2".
2024-08-27 14:54:35 | INFO     | nipype.workflow  | [Node] Cached "_tpms_std2t1w2" - collecting precomputed outputs
2024-08-27 14:54:35 | INFO     | nipype.workflow  | [Node] "_tpms_std2t1w2" found cached.
2024-08-27 14:54:37 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.Enhance" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/21fa3374246df864c3f4b18a02f2a1913cda6bea/Enhance".
2024-08-27 14:54:37 | INFO     | nipype.workflow  | [Node] Executing "Enhance" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:39 | INFO     | nipype.workflow  | [Node] Finished "Enhance", elapsed time 2.010952s.
2024-08-27 14:54:41 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.brain_tissue_segmentation.format_tpm_names" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/brain_tissue_segmentation/21fa3374246df864c3f4b18a02f2a1913cda6bea/format_tpm_names".
2024-08-27 14:54:41 | INFO     | nipype.workflow  | [Node] Executing "format_tpm_names" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:44 | INFO     | nipype.workflow  | [Node] Finished "format_tpm_names", elapsed time 3.56653s.
2024-08-27 14:54:45 | INFO     | niworkflows      | Terminal outputs of initialization saved (/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/SpatialNormalization/stderr.nipype-init).
2024-08-27 14:54:45 | INFO     | niworkflows      | Loading settings from file /home/oesteban/workspace/niworkflows/niworkflows/data/t1w-mni_registration_testing_000.json.
2024-08-27 14:54:45 | INFO     | niworkflows      | Retry #1, commandline: 
antsRegistration --collapse-output-transforms 1 --dimensionality 3 --float 0 --initial-moving-transform [ /home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/SpatialNormalization/transform.mat, 0 ] --initialize-transforms-per-stage 0 --interpolation LanczosWindowedSinc --output [ ants_t1_to_mni, ants_t1_to_mni_Warped.nii.gz ] --transform Rigid[ 1.0 ] --metric Mattes[ /home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/SpatialNormalization/fixed_masked.nii.gz, /home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/SpatialNormalization/moving_masked.nii.gz, 1, 56, Random, 0.2 ] --convergence [ 20, 1e-07, 15 ] --smoothing-sigmas 4.0vox --shrink-factors 2 --use-histogram-matching 0 --transform Affine[ 1.0 ] --metric Mattes[ /home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/SpatialNormalization/fixed_masked.nii.gz, /home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/SpatialNormalization/moving_masked.nii.gz, 1, 56, Random, 0.1 ] --convergence [ 15, 1e-08, 5 ] --smoothing-sigmas 2.0vox --shrink-factors 1 --use-histogram-matching 1 --winsorize-image-intensities [ 0.005, 0.995 ]  --write-composite-transform 1
2024-08-27 14:54:45 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.Grad" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/21fa3374246df864c3f4b18a02f2a1913cda6bea/Grad".
2024-08-27 14:54:45 | INFO     | nipype.workflow  | [Node] Executing "Grad" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:48 | INFO     | nipype.workflow  | [Node] Finished "_tpms_std2t1w0", elapsed time 14.890948999999999s.
2024-08-27 14:54:48 | INFO     | nipype.workflow  | [Node] Finished "_tpms_std2t1w2", elapsed time 14.984363s.
2024-08-27 14:54:48 | INFO     | nipype.workflow  | [Node] Finished "_tpms_std2t1w1", elapsed time 15.141625s.
2024-08-27 14:54:48 | INFO     | niworkflows      | Successful spatial normalization (retry #1).
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.apply_mask" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/21fa3374246df864c3f4b18a02f2a1913cda6bea/apply_mask".
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] Executing "apply_mask" <niworkflows.interfaces.nibabel.ApplyMask>
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/f86f8754aad403807b218fe1f398b214811c5226/tpms_std2t1w/mapflow/_tpms_std2t1w0".
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] Cached "_tpms_std2t1w0" - collecting precomputed outputs
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] "_tpms_std2t1w0" found cached.
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w1" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/f86f8754aad403807b218fe1f398b214811c5226/tpms_std2t1w/mapflow/_tpms_std2t1w1".
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] Cached "_tpms_std2t1w1" - collecting precomputed outputs
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] "_tpms_std2t1w1" found cached.
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w2" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/f86f8754aad403807b218fe1f398b214811c5226/tpms_std2t1w/mapflow/_tpms_std2t1w2".
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] Cached "_tpms_std2t1w2" - collecting precomputed outputs
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] "_tpms_std2t1w2" found cached.
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] Finished "Grad", elapsed time 4.15656s.
2024-08-27 14:54:49 | INFO     | nipype.workflow  | [Node] Finished "apply_mask", elapsed time 0.59416s.
2024-08-27 14:54:50 | INFO     | niworkflows      | Report - setting fixed (/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/SpatialNormalization/fixed_masked.nii.gz) and moving (/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/SpatialNormalization/ants_t1_to_mni_Warped.nii.gz) images
2024-08-27 14:54:50 | INFO     | niworkflows      | Generating visual report
2024-08-27 14:54:51 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.Enhance" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/f86f8754aad403807b218fe1f398b214811c5226/Enhance".
2024-08-27 14:54:51 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.brain_tissue_segmentation.format_tpm_names" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/brain_tissue_segmentation/f86f8754aad403807b218fe1f398b214811c5226/format_tpm_names".
2024-08-27 14:54:51 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.GradientThreshold" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/21fa3374246df864c3f4b18a02f2a1913cda6bea/GradientThreshold".
2024-08-27 14:54:51 | INFO     | nipype.workflow  | [Node] Executing "format_tpm_names" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:51 | INFO     | nipype.workflow  | [Node] Executing "Enhance" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:51 | INFO     | nipype.workflow  | [Node] Executing "GradientThreshold" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:53 | INFO     | nipype.workflow  | [Node] Finished "Enhance", elapsed time 1.825624s.
2024-08-27 14:54:54 | INFO     | nipype.workflow  | [Node] Finished "format_tpm_names", elapsed time 2.782003s.
2024-08-27 14:54:55 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.apply_mask" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/f86f8754aad403807b218fe1f398b214811c5226/apply_mask".
2024-08-27 14:54:55 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.Grad" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/f86f8754aad403807b218fe1f398b214811c5226/Grad".
2024-08-27 14:54:55 | INFO     | nipype.workflow  | [Node] Executing "apply_mask" <niworkflows.interfaces.nibabel.ApplyMask>
2024-08-27 14:54:55 | INFO     | nipype.workflow  | [Node] Executing "Grad" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:54:55 | INFO     | nipype.workflow  | [Node] Finished "GradientThreshold", elapsed time 34.526282s.
2024-08-27 14:54:55 | INFO     | nipype.workflow  | [Node] Finished "apply_mask", elapsed time 0.646357s.
2024-08-27 14:54:57 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.AirMaskWorkflow.ArtifactMask" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/AirMaskWorkflow/5b174b6e40e2d8672c753b4b2eb0dc22572615c7/ArtifactMask".
2024-08-27 14:54:57 | INFO     | nipype.workflow  | [Node] Executing "ArtifactMask" <mriqc.interfaces.anatomical.ArtifactMask>
2024-08-27 14:54:59 | INFO     | nipype.workflow  | [Node] Finished "Grad", elapsed time 4.007165s.
2024-08-27 14:55:00 | INFO     | nipype.workflow  | [Node] Finished "GradientThreshold", elapsed time 39.089855s.
2024-08-27 14:55:01 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.HeadMaskWorkflow.GradientThreshold" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/HeadMaskWorkflow/f86f8754aad403807b218fe1f398b214811c5226/GradientThreshold".
2024-08-27 14:55:01 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.AirMaskWorkflow.ArtifactMask" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/AirMaskWorkflow/51dfa8031b64627a3032c526dfae3be824256991/ArtifactMask".
2024-08-27 14:55:01 | INFO     | nipype.workflow  | [Node] Executing "GradientThreshold" <nipype.interfaces.utility.wrappers.Function>
2024-08-27 14:55:01 | INFO     | nipype.workflow  | [Node] Executing "ArtifactMask" <mriqc.interfaces.anatomical.ArtifactMask>
2024-08-27 14:55:01 | INFO     | nipype.workflow  | [Node] Finished "ArtifactMask", elapsed time 4.652902s.
2024-08-27 14:55:02 | INFO     | nipype.workflow  | [Node] Finished "GradientThreshold", elapsed time 33.386396s.
2024-08-27 14:55:03 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.ComputeIQMs.provenance" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/ComputeIQMs/5b174b6e40e2d8672c753b4b2eb0dc22572615c7/provenance".
2024-08-27 14:55:03 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.AirMaskWorkflow.ArtifactMask" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/AirMaskWorkflow/6f020d2391c23943afd6042239b657abcecb3a85/ArtifactMask".
2024-08-27 14:55:03 | INFO     | nipype.workflow  | [Node] Executing "ArtifactMask" <mriqc.interfaces.anatomical.ArtifactMask>
2024-08-27 14:55:03 | INFO     | nipype.workflow  | [Node] Executing "provenance" <mriqc.interfaces.reports.AddProvenance>
2024-08-27 14:55:03 | INFO     | nipype.workflow  | [Node] Finished "provenance", elapsed time 0.326081s.
2024-08-27 14:55:03 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.ComputeIQMs.ComputeQI2" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/ComputeIQMs/5b174b6e40e2d8672c753b4b2eb0dc22572615c7/ComputeQI2".
2024-08-27 14:55:03 | INFO     | nipype.workflow  | [Node] Executing "ComputeQI2" <mriqc.interfaces.anatomical.ComputeQI2>
2024-08-27 14:55:04 | INFO     | nipype.workflow  | [Node] Finished "SpatialNormalization", elapsed time 33.702219s.
2024-08-27 14:55:05 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.SpatialNormalization.SpatialNormalization" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/f8ba9f2066d13b5ab86031655ba798726c328eaa/SpatialNormalization".
2024-08-27 14:55:05 | INFO     | nipype.workflow  | [Node] Executing "SpatialNormalization" <niworkflows.interfaces.reportlets.registration.SpatialNormalizationRPT>
2024-08-27 14:55:05 | INFO     | nipype.workflow  | [Node] Finished "ArtifactMask", elapsed time 4.496978s.
2024-08-27 14:55:07 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.ComputeIQMs.provenance" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/ComputeIQMs/51dfa8031b64627a3032c526dfae3be824256991/provenance".
2024-08-27 14:55:07 | INFO     | nipype.workflow  | [Node] Executing "provenance" <mriqc.interfaces.reports.AddProvenance>
2024-08-27 14:55:07 | INFO     | nipype.workflow  | [Node] Finished "ArtifactMask", elapsed time 4.526461s.
2024-08-27 14:55:08 | INFO     | niworkflows      | Estimating initial transform using AffineInitializer
2024-08-27 14:55:09 | INFO     | nipype.workflow  | [Node] Finished "provenance", elapsed time 2.158216s.
2024-08-27 14:55:09 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.ComputeIQMs.ComputeQI2" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/ComputeIQMs/51dfa8031b64627a3032c526dfae3be824256991/ComputeQI2".
2024-08-27 14:55:09 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w0" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/tpms_std2t1w/mapflow/_tpms_std2t1w0".
2024-08-27 14:55:09 | INFO     | nipype.workflow  | [Node] Executing "ComputeQI2" <mriqc.interfaces.anatomical.ComputeQI2>
2024-08-27 14:55:09 | INFO     | nipype.workflow  | [Node] Executing "_tpms_std2t1w0" <niworkflows.interfaces.fixes.FixHeaderApplyTransforms>
2024-08-27 14:55:09 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w1" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/tpms_std2t1w/mapflow/_tpms_std2t1w1".
2024-08-27 14:55:09 | INFO     | nipype.workflow  | [Node] Executing "_tpms_std2t1w1" <niworkflows.interfaces.fixes.FixHeaderApplyTransforms>
2024-08-27 14:55:10 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.ComputeIQMs.provenance" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/ComputeIQMs/6f020d2391c23943afd6042239b657abcecb3a85/provenance".
2024-08-27 14:55:10 | INFO     | nipype.workflow  | [Node] Executing "provenance" <mriqc.interfaces.reports.AddProvenance>
2024-08-27 14:55:10 | INFO     | nipype.workflow  | [Node] Finished "GradientThreshold", elapsed time 36.930988s.
2024-08-27 14:55:12 | INFO     | nipype.workflow  | [Node] Finished "provenance", elapsed time 2.090199s.
2024-08-27 14:55:12 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.ComputeIQMs.ComputeQI2" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/ComputeIQMs/6f020d2391c23943afd6042239b657abcecb3a85/ComputeQI2".
2024-08-27 14:55:12 | INFO     | nipype.workflow  | [Node] Executing "ComputeQI2" <mriqc.interfaces.anatomical.ComputeQI2>
2024-08-27 14:55:12 | INFO     | nipype.workflow  | [Node] Setting-up "mriqc_wf.anatMRIQC.AirMaskWorkflow.ArtifactMask" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/AirMaskWorkflow/f2fd5fce673e2a79ac67a523475ae8daea90b267/ArtifactMask".
2024-08-27 14:55:12 | INFO     | nipype.workflow  | [Node] Executing "ArtifactMask" <mriqc.interfaces.anatomical.ArtifactMask>
2024-08-27 14:55:17 | INFO     | nipype.workflow  | [Node] Finished "ComputeQI2", elapsed time 14.010181s.
2024-08-27 14:55:18 | INFO     | nipype.workflow  | [Node] Setting-up "_tpms_std2t1w2" in "/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/5afe8f4ad82c88d971e552d06605f32a2b3d0543/tpms_std2t1w/mapflow/_tpms_std2t1w2".
2024-08-27 14:55:18 | INFO     | nipype.workflow  | [Node] Executing "_tpms_std2t1w2" <niworkflows.interfaces.fixes.FixHeaderApplyTransforms>
2024-08-27 14:55:19 | INFO     | nipype.workflow  | [Node] Finished "ArtifactMask", elapsed time 6.302848s.
2024-08-27 14:55:19 | INFO     | niworkflows      | Terminal outputs of initialization saved (/home/oesteban/tmp/mriqc-bootcamp/work/mriqc_wf/anatMRIQC/SpatialNormalization/f8ba9f2066d13b5ab86031655ba798726c328eaa/SpatialNormalization/stderr.nipype-init).
2024-08-27 14:55:19 | INFO     | niworkflows      | Loading settings from file /home/oesteban/workspace/niworkflows/niworkflows/data/t1w-mni_registration_testing_000.json.
2024-08-27 14:55:19 | INFO     | niworkflows      | Retry #1, commandline: 
